batch,dot,zdot,div
671,1.674733937,2.166987148,1.755670912
672,3.074059685,3.432265399,1.536310112
673,2.3539052,1.912232379,1.989285754
674,2.33547118,2.309820597,1.839614109
675,3.648752753,1.12544978,0.5389950138
676,3.273280394,-0.568172275,2.412974517
677,3.396478579,0.875588959,0.9266237316
678,0.3344165036,0.9896732706,3.037621671
679,3.863410746,3.228041215,1.806517586
680,2.581049655,2.649944917,0.2162877068
681,3.406216489,1.989485057,2.379331337
682,-0.307942761,2.546459134,3.551878783
683,2.924816309,1.859067434,2.098362588
684,4.707445277,1.130589713,1.977757936
685,1.149531438,2.221752477,0.4889424073
686,3.007995563,3.340366015,1.472715695
687,1.904153438,2.158327904,2.877413637
688,4.432050145,2.25088674,1.808777929
689,2.520742713,2.114922646,2.377501669
690,1.793155759,2.97402886,3.559295372
691,0.7928122744,2.061782938,0.1196435271
692,2.315725611,2.28623385,0.6288050648
693,3.107788975,1.846569011,0.7229125542
694,3.313028784,2.463057117,0.3149334627
695,3.756669503,1.435834316,1.482092021
696,1.809096375,1.648456406,2.700987313
697,3.021588336,3.338878414,4.010374217
698,1.020326452,1.849522063,2.106141751
699,3.130820595,1.419937865,1.960529165
700,0.9435696833,2.527155692,2.390415968
701,0.7108337252,0.7325460453,3.158485889
702,2.45259395,0.9486331315,3.317745434
703,3.030390017,2.290005836,1.74633
704,0.7525283102,2.295401545,1.512127797
705,1.177028322,1.703435278,0.9897418525
706,1.750361841,1.664328295,1.225578071
707,1.520712027,3.164237327,3.669625168
708,2.305172765,1.665709634,1.751878541
709,2.777906387,0.5117244174,1.066614173
710,3.00421179,0.2291554529,2.24672305
711,1.904320476,1.945581071,0.3544055224
712,2.637899685,2.295620781,2.683056835
713,0.753290812,0.4693690401,0.4922608327
714,0.5027581615,2.017254052,0.9550682347
715,1.282794807,3.37724358,1.071407219
716,3.256515762,2.953987579,-0.3343084214
717,2.286634911,-0.08729416795,0.5045920067
718,3.429323802,1.784723502,1.966359767
719,3.273416459,0.2267886511,2.052616234
720,2.121426847,1.447333076,4.447098021
721,2.059694757,0.9564763833,0.1974132209
722,0.8585165034,3.123046789,2.105982303
723,3.34232712,0.924135851,1.97521989
724,-0.0444204759,0.6458384917,1.12089873
725,2.15548326,4.496581809,2.564353394
726,2.351983663,-0.8244827765,1.451585253
727,-0.2366152228,2.186779254,2.678625459
728,3.428337129,0.8366085395,2.256690072
729,1.269134955,0.3251679085,1.20145596
730,2.546243674,1.591855809,1.087063312
731,2.483342933,0.7340240226,2.557054885
732,1.432341156,2.394786926,2.086359325
733,4.137066328,2.053369266,1.366608635
734,3.344072725,1.661886752,1.739907089
735,2.016506516,2.034756745,1.063750217
736,1.941052796,1.462545096,1.095408588
737,1.495934228,1.599615734,2.929495734
738,1.352582925,4.414003811,1.366837273
739,4.062484789,3.689220117,1.920891265
740,-0.3546779319,3.661332007,3.838284026
741,0.6900347987,1.69093189,2.238425094
742,0.4226077354,4.090850588,1.846676983
743,2.064921263,2.368762501,2.0400299
744,1.179017337,2.145916003,1.570389043
745,2.634887663,3.943884514,0.8880522239
746,2.133203893,2.0306165,0.01303634287
747,1.946759727,1.091259047,3.4943009
748,4.737185932,2.211331569,2.574250066
749,1.800297137,0.1012074138,2.508139482
750,2.493414126,2.845325705,-0.03150269646
751,1.123805357,0.3160092722,1.905210621
752,2.380579817,0.8122366507,0.3935946546
753,-0.04078338338,1.175445634,3.552229281
754,0.188395899,0.5603243698,3.195604197
755,1.488401336,1.671499823,1.971318673
756,1.734801466,3.185646399,2.964199949
757,-0.1274905695,2.909557693,1.152689548
758,1.820463527,0.7128890942,1.537630434
759,3.00151128,2.109751965,2.006216891
760,0.9164411643,0.4761036432,3.022808096
761,4.396407151,1.455715962,1.996459423
762,4.143153599,0.6806012303,3.048477542
763,2.030464036,3.238214993,1.671978475
764,1.783786825,2.561173317,2.324093619
765,1.626646275,1.408884064,1.998697048
766,2.789539897,1.081228895,2.897530678
767,4.595017648,2.547514333,2.086601542
768,1.983543313,2.868080565,1.9007053
769,2.645188012,2.957425019,0.9108113005
770,1.369878737,3.296701441,2.648125209
771,3.880903182,2.63547478,0.322439391
772,3.396291158,3.486830128,2.681470019
773,2.242779487,0.6831744631,2.624371575
774,2.574320276,1.425162813,1.988775429
775,1.436806306,-1.884905304,-0.008033419201
776,2.679419512,1.317023107,-0.8331083328
777,2.428367322,2.655900523,1.213231307
778,1.633781368,0.4666730108,2.111915572
779,3.451395891,1.696251272,1.799072649
780,2.11459853,1.590288836,1.607867006
781,4.374617095,2.323301835,1.342737683
782,0.9670698804,-0.1169345289,1.84206854
783,1.30241029,0.7132794655,0.1290292292
784,1.746723723,2.071652026,1.825545607
785,1.027817529,1.378579652,2.567093823
786,1.665021927,3.324888348,1.553113032
787,2.163701956,-1.851017383,0.5074214784
788,-0.1126160259,3.03020321,2.935459855
789,3.410197043,-0.1441787493,2.41686583
790,2.868743267,3.146632638,1.865565813
791,2.764570028,3.336587516,1.559696791
792,2.456468764,2.852005558,1.81407517
793,0.2990815926,1.728551501,1.71746422
794,1.400958086,3.607320453,2.541779689
795,3.090221676,1.786506426,0.8852480312
796,1.189775243,1.240434655,1.515814892
797,0.7795992318,1.608083859,1.66640515
798,2.852846274,4.051421773,2.323343131
799,2.54671647,1.206050944,1.758929952
800,-0.2066121137,2.702158124,2.455931953
801,1.242676662,0.7056714892,1.405838564
802,2.981600224,1.952821023,3.554720864
803,2.642146146,2.278463152,1.195933211
804,3.885472989,2.723049619,2.103333209
805,-0.07474316916,-0.1431054941,-0.07098042357
806,1.975944843,-0.1373904593,-0.1440814259
807,1.561674699,2.654865041,2.670556449
808,2.792224456,0.7784555699,3.10698032
809,3.119728908,0.9405914809,1.791467295
810,1.251432466,3.168951724,0.6757972367
811,1.885171421,1.406375579,1.75805469
812,1.095043716,3.627375504,2.611983726
813,2.313048493,3.007224464,2.410252981
814,3.201486108,0.6579374835,0.2641447184
815,0.4716274764,0.4225958608,1.635608335
816,3.662194385,1.813353474,1.780985823
817,1.578700919,0.9177502938,2.850902299
818,2.265953972,2.43644465,2.054495927
819,1.796196992,3.807784192,1.895298756
820,0.6956133569,3.061615334,1.545933356
821,2.745417651,1.319973565,1.521882656
822,3.76433288,2.327500174,1.668166455
823,4.515142687,6.551427777,1.411743793
824,4.475317641,0.8500939659,2.320984263
825,4.373180714,2.005218681,2.237084591
826,2.610220374,1.050689089,2.106305171
827,2.703301148,2.256136338,1.24011317
828,3.531249347,1.551856439,0.3620495666
829,0.2560051389,1.737994827,0.8666442151
830,2.450522804,1.485692243,0.9622189913
831,4.262249399,1.757796232,2.170139282
832,3.829150093,1.920476817,1.183994478
833,0.1207412109,2.036064703,2.089799228
834,-0.7227822805,0.6986334887,2.098489605
835,2.711081241,1.275716522,2.221898731
836,3.355960416,3.564368009,2.460029158
837,2.858182417,1.460379979,1.079906734
838,3.566267081,1.635141655,1.456720425
839,2.099527029,1.646465038,0.8902907844
840,3.964618432,0.6246572733,1.198563822
841,1.730669126,0.6213707996,1.400780743
842,-0.4655867029,1.692042273,0.2369909536
843,3.015508379,0.8589346387,1.137058295
844,3.279150297,1.525359342,1.874889846
845,2.871640317,2.891893244,3.325705092
846,1.223197757,1.867744571,2.714169861
847,2.304981908,3.892467672,1.592535203
848,0.9724403526,-0.9496740003,3.614189354
849,3.097221926,3.303318996,1.346167203
850,1.182663023,0.3142150064,2.808586399
851,2.866951481,1.524915025,1.153341732
852,0.02624301386,0.8515836583,4.33562196
853,2.936121143,3.080814264,1.11639479
854,1.07983029,0.2572293284,1.669613841
855,2.174441476,0.9690233061,1.679020115
856,0.1647956312,0.1158593358,2.229573803
857,2.726905463,-0.9201448778,2.200232197
858,3.117635423,2.700473698,0.7855106139
859,0.3363174471,0.8936572662,1.895881483
860,2.765196107,4.061915439,1.516826051
861,2.969949766,2.117357378,0.8994704667
862,2.973764452,2.298813487,2.808091131
863,0.9873375864,1.703547876,1.089038665
864,1.674616899,1.785744949,2.724540272
865,3.13574035,2.054289645,3.934985313
866,1.995843825,1.26391397,1.914527525
867,0.3223826838,2.303144895,2.047710575
868,2.718238697,-1.09047574,2.267295733
869,2.961729981,1.029343397,2.794781341
870,1.058679525,1.539744566,1.568294373
871,3.22788448,3.975261188,2.64247204
872,2.004921567,-0.7592691039,2.130661899
873,3.57102555,2.477777011,2.920773547
874,1.036411306,0.2538983789,0.128052107
875,-0.634549,1.112986715,0.4723591798
876,2.438896078,1.439585786,2.044820004
877,1.297084464,2.447765532,1.607578358
878,3.987583455,3.692277508,1.603993746
879,2.260473156,3.542089649,2.349362641
880,4.849378002,1.216293443,1.040501159
881,2.229575376,3.891965275,1.246512828
882,3.348032608,2.90696137,2.804939357
883,0.3510291427,-0.3246351158,0.6549122105
884,1.811312436,0.785518161,1.225222762
885,3.968912619,3.137732313,1.623836126
886,1.717587418,0.3347074476,1.569454453
887,4.084511251,2.196369956,1.619623793
888,2.545774778,1.565491533,2.342381356
889,3.034652813,-0.6278932616,2.028370443
890,1.211954309,1.914113914,1.007558922
891,1.287968477,1.980221749,2.281118532
892,0.6125433306,2.683335256,1.267072438
893,2.648887463,2.768482176,2.546078629
894,2.146915986,1.70029576,2.405745134
895,0.2990745575,2.2383265,1.463270725
896,0.06525416627,0.1421527817,3.432985936
897,1.060222274,0.826515866,1.650389661
898,3.631349026,2.185479064,2.267284347
899,0.5223415499,3.05426025,1.781109423
900,-0.4505299845,3.227657944,2.946614911
901,1.851889889,0.2370184316,2.283612068
902,2.723739207,3.830269093,2.786915299
903,0.6531037049,0.5684579802,2.71970175
904,0.5948399782,0.3356900642,2.774674299
905,3.47957278,1.355226146,0.7421845871
906,1.130783636,1.159356473,2.443510384
907,1.28896556,2.277523115,2.583776912
908,3.088714093,2.349998838,0.7667785385
909,3.431528291,3.358793189,2.245605101
910,1.852341962,2.003816037,3.130485407
911,0.3977846611,0.7208523732,0.9703110401
912,2.837813653,1.115430781,1.55428702
913,2.485557246,3.397603048,2.923227075
914,0.9083498734,1.105639151,2.395802436
915,0.3553355919,3.378661508,-0.1074371232
916,2.815609503,2.590437507,0.8178123954
917,0.7085288447,1.730858831,2.274043644
918,0.9261442978,1.718891487,0.4688459029
919,1.631223071,1.57369227,1.72097659
920,1.464269851,1.419137529,1.536469098
921,3.149728513,3.087294706,0.6750079894
922,3.750827319,1.334539206,1.261643909
923,1.542992411,3.032846171,1.38803455
924,2.362439846,0.8628117517,2.613048502
925,2.592989447,1.914207498,0.9708924846
926,1.502796589,2.116816258,2.131043273
927,2.898775523,-0.5449861097,0.8836851167
928,5.505893728,2.427761394,3.046509331
929,1.447004216,0.4777697261,1.610898378
930,2.595610223,2.21959257,0.9972978467
931,0.5734288761,2.434155432,0.9381580725
932,0.0861491626,-0.8790550398,4.192849015
933,2.305719818,1.412061508,0.04417405195
934,3.431534317,2.614977477,2.411311876
935,1.554475941,-0.7493320901,2.403479182
936,1.486695522,5.743103784,1.634961886
937,2.516822823,2.352041296,1.219073455
938,3.600893507,2.232932951,2.144586683
939,1.603469194,0.2703905451,-0.1425692304
940,3.493880022,2.006176985,0.776156385
941,1.488162316,1.704641022,2.947017808
942,1.713324178,1.040033013,1.186454566
943,-0.2276897005,2.620207558,0.6945448421
944,1.768887226,2.426591697,2.365228252
945,2.148657971,2.797939308,0.8027050454
946,2.232511127,1.335845074,1.357261915
947,3.462175988,1.260908416,0.8409015521
948,0.9196880294,1.380383981,1.371622063
949,2.585452135,2.248798825,2.571692729
950,0.7260960422,3.342994464,1.773350552
951,3.046354481,-0.02868918911,1.972887443
952,1.813223855,2.007569372,4.079705947
953,2.183654916,1.581694561,3.044233511
954,2.605621857,2.160620331,2.13211087
955,0.2937673915,1.226166171,-0.1095819475
956,1.432466383,1.987052525,2.295462184
957,1.8707547,1.933957736,2.203360292
958,1.458264951,0.8989179222,3.44931296
959,1.576821539,-0.05069828009,0.9813526374
960,3.613299456,2.307686145,2.116138522
961,1.830003522,1.459682223,2.70657965
962,5.110216595,0.5559628622,-0.08069364179
963,0.8040200626,3.258708171,1.002865281
964,2.720108464,1.526825194,1.363618414
965,2.422168217,0.8286980999,3.000196586
966,2.198834182,1.14339605,0.3951453337
967,2.25934925,2.563361695,2.581749652
968,0.7919955816,3.642574347,1.922275633
969,1.97881306,3.242018277,1.939524222
970,3.961341237,1.820699883,3.21808191
971,1.712265298,-0.1719557351,-0.7461225214
972,3.185551786,0.6201584127,2.028654151
973,2.348456007,3.77473563,3.034663061
974,4.916671707,0.3839387762,1.027953128
975,0.8813383907,-0.3144136151,0.8574730936
976,2.00372307,0.05801186302,3.138143228
977,1.318269612,-0.1790422202,3.989118105
978,0.2170509922,0.5707072048,2.826170714
979,2.379362962,0.8626314288,1.851973448
980,1.056208965,0.9681278425,0.9537845419
981,0.6049584138,-1.542841301,1.220645472
982,0.6603112425,1.64024438,2.177907028
983,2.629132638,1.371945863,1.981729179
984,1.524457188,1.604160313,2.275344288
985,0.975556647,0.3152018722,3.421714948
986,2.069522987,2.407798451,1.039062808
987,2.457743359,2.863931476,2.325603505
988,3.081752506,-0.1594966063,2.11065782
989,3.388561703,-0.02896370669,2.368380896
990,1.665620617,1.604994335,0.9829107823
991,3.128773125,1.751614626,0.6272132374
992,2.426222448,2.342393078,2.323420861
993,2.446420999,-0.1741752395,1.468063806
994,1.226736024,-0.7596376793,1.538985979
995,0.9384365828,-0.7400226439,0.04715320167
996,1.494517791,0.9853644041,0.8667858934
997,2.48746475,4.236752034,2.821904111
998,3.630415861,-0.2096159827,2.908009362
999,2.820989591,0.0790510028,1.259901303
